                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    151,                   0.45,                0.32452,                0.88013,                0.89438,                0.76766,                0.82631,                0.71813,                 0.6871,                0.72169,                  1.006,             0.00019802,             0.00019802,             0.00019802
                    152,                0.44874,                0.32757,                0.87925,                0.84846,                0.78712,                0.83568,                0.72036,                0.68462,                0.70803,                 1.0029,             0.00019421,             0.00019421,             0.00019421
                    153,                0.44775,                0.32445,                0.88058,                0.84017,                0.78642,                0.82472,                0.71694,                0.68426,                0.72172,                 0.9998,              0.0001904,              0.0001904,              0.0001904
                    154,                0.44863,                0.32531,                0.87913,                0.84107,                0.78372,                0.82867,                0.71213,                0.68185,                0.71487,                0.99622,              0.0001866,              0.0001866,              0.0001866
                    155,                0.43197,                0.31391,                 0.8738,                0.84333,                0.78809,                0.83288,                0.71699,                0.68639,                0.69972,                 1.0006,             0.00018279,             0.00018279,             0.00018279
                    156,                0.44101,                0.32115,                0.87842,                0.85563,                0.78415,                0.83021,                0.72856,                0.67935,                0.73473,                0.99313,             0.00017898,             0.00017898,             0.00017898
                    157,                0.44597,                0.32421,                0.88141,                0.88766,                0.77509,                0.83239,                 0.7186,                0.67589,                0.70358,                0.99056,             0.00017518,             0.00017518,             0.00017518
                    158,                0.44459,                0.31902,                0.88161,                0.88647,                0.77773,                0.82796,                  0.715,                0.67678,                0.70672,                0.99233,             0.00017137,             0.00017137,             0.00017137
                    159,                0.43629,                0.31988,                0.88031,                0.87192,                0.77419,                 0.8305,                0.72446,                0.68067,                0.70741,                0.99805,             0.00016757,             0.00016757,             0.00016757
                    160,                0.43067,                 0.3059,                0.87391,                0.87268,                0.77667,                0.83194,                0.71926,                0.68586,                0.69324,                 1.0009,             0.00016376,             0.00016376,             0.00016376
                    161,                0.43212,                0.30987,                0.87136,                0.88231,                0.78466,                0.83854,                0.72557,                0.67649,                0.70503,                0.99684,             0.00015995,             0.00015995,             0.00015995
                    162,                0.43092,                0.30947,                0.87444,                0.89448,                0.76791,                 0.8415,                0.72561,                0.67145,                0.69523,                0.99596,             0.00015615,             0.00015615,             0.00015615
                    163,                0.43359,                0.32073,                0.87462,                0.85358,                 0.7824,                0.84304,                0.72477,                0.67445,                 0.7134,                0.99185,             0.00015234,             0.00015234,             0.00015234
                    164,                0.42752,                 0.3086,                0.87421,                0.87797,                0.75747,                0.83585,                 0.7221,                0.67072,                0.71653,                0.99438,             0.00014853,             0.00014853,             0.00014853
                    165,                0.42659,                0.30868,                0.87361,                0.86334,                0.76721,                0.83647,                0.71835,                 0.6796,                0.72847,                 1.0007,             0.00014473,             0.00014473,             0.00014473
                    166,                0.41993,                0.30032,                0.87183,                0.88522,                0.76125,                0.84422,                0.72669,                0.67585,                0.71833,                 1.0003,             0.00014092,             0.00014092,             0.00014092
                    167,                0.42261,                0.30299,                0.87371,                 0.8871,                0.75621,                0.83783,                 0.7236,                0.67263,                0.72418,                0.99537,             0.00013711,             0.00013711,             0.00013711
                    168,                0.41864,                0.30642,                0.87038,                0.88114,                0.77088,                0.83584,                0.72826,                0.67074,                   0.71,                0.99161,             0.00013331,             0.00013331,             0.00013331
                    169,                0.42352,                0.30931,                0.87102,                0.87791,                0.77399,                0.83877,                0.72514,                0.67028,                0.68604,                0.99427,              0.0001295,              0.0001295,              0.0001295
                    170,                0.42111,                0.30289,                0.87612,                0.88803,                0.75758,                0.83195,                 0.7252,                0.66927,                0.70201,                0.99616,             0.00012569,             0.00012569,             0.00012569
                    171,                0.41281,                0.30483,                0.87332,                0.86806,                0.76686,                0.82963,                0.72191,                0.66717,                0.71295,                0.99595,             0.00012189,             0.00012189,             0.00012189
                    172,                0.41188,                  0.295,                0.87117,                0.86035,                0.77693,                0.83376,                 0.7237,                0.66743,                 0.7103,                0.99806,             0.00011808,             0.00011808,             0.00011808
                    173,                0.40782,                0.29159,                0.86614,                0.86506,                0.77978,                0.83299,                0.72213,                0.66739,                0.70379,                0.99861,             0.00011427,             0.00011427,             0.00011427
                    174,                0.41405,                0.29664,                0.86657,                0.87877,                0.77357,                0.83372,                0.72367,                0.66264,                0.70755,                0.99575,             0.00011047,             0.00011047,             0.00011047
                    175,                0.41383,                0.29334,                0.87127,                0.88281,                0.77306,                0.83573,                0.72077,                0.67082,                0.70566,                 1.0079,             0.00010666,             0.00010666,             0.00010666
                    176,                0.40613,                0.29486,                 0.8703,                0.88279,                0.76993,                0.83304,                0.72421,                0.66766,                0.70577,                 1.0008,             0.00010285,             0.00010285,             0.00010285
                    177,                0.40877,                0.29872,                0.87113,                0.87854,                0.77145,                0.83105,                0.72485,                0.66636,                 0.7066,                0.99996,             9.9047e-05,             9.9047e-05,             9.9047e-05
                    178,                 0.4033,                0.29247,                0.86542,                0.85364,                0.78003,                0.82578,                0.71879,                0.66823,                0.70997,                0.99988,             9.5241e-05,             9.5241e-05,             9.5241e-05
                    179,                  0.408,                0.29295,                0.86824,                0.83795,                 0.7951,                0.83119,                0.72746,                 0.6684,                0.70394,                 1.0095,             9.1434e-05,             9.1434e-05,             9.1434e-05
                    180,                0.39579,                0.28981,                0.86336,                0.85135,                0.78716,                0.83298,                0.72791,                0.65989,                0.70377,                0.99952,             8.7628e-05,             8.7628e-05,             8.7628e-05
                    181,                 0.4018,                0.28672,                0.86584,                0.88119,                0.76211,                0.83064,                0.72599,                0.65938,                0.70427,                0.99438,             8.3821e-05,             8.3821e-05,             8.3821e-05
                    182,                0.40003,                0.28936,                0.86169,                0.86233,                0.78006,                0.82668,                0.72092,                0.65731,                0.70569,                0.99018,             8.0014e-05,             8.0014e-05,             8.0014e-05
                    183,                0.39277,                0.28495,                0.86182,                0.86084,                0.78047,                0.82644,                 0.7256,                0.65662,                  0.715,                0.98954,             7.6208e-05,             7.6208e-05,             7.6208e-05
                    184,                0.39406,                0.28221,                0.86272,                0.87191,                0.77661,                0.83046,                0.72639,                0.65682,                0.70352,                0.98812,             7.2401e-05,             7.2401e-05,             7.2401e-05
                    185,                 0.3984,                0.28817,                0.86594,                0.84717,                0.78162,                0.82945,                0.72785,                 0.6614,                0.70581,                 0.9931,             6.8595e-05,             6.8595e-05,             6.8595e-05
                    186,                0.39215,                0.28392,                0.86281,                0.87148,                0.77629,                 0.8276,                0.72376,                0.66588,                0.70014,                0.99908,             6.4788e-05,             6.4788e-05,             6.4788e-05
                    187,                0.39619,                0.28387,                0.86563,                0.86855,                0.78054,                0.82714,                0.72529,                 0.6655,                0.70833,                0.99618,             6.0982e-05,             6.0982e-05,             6.0982e-05
                    188,                0.38778,                0.28019,                0.86253,                0.87525,                0.77777,                0.82663,                0.72632,                0.66087,                0.70507,                0.99575,             5.7175e-05,             5.7175e-05,             5.7175e-05
                    189,                 0.3884,                0.27837,                0.86222,                0.87557,                 0.7745,                0.82859,                0.72841,                0.65781,                0.70866,                0.99375,             5.3369e-05,             5.3369e-05,             5.3369e-05
                    190,                0.38872,                0.26923,                0.85425,                0.88238,                0.74128,                0.82357,                0.71708,                0.67251,                0.71471,                 1.0073,             4.9562e-05,             4.9562e-05,             4.9562e-05
                    191,                0.36954,                0.24911,                0.84241,                0.85429,                0.76755,                0.82091,                0.71901,                 0.6756,                0.72013,                 1.0107,             4.5756e-05,             4.5756e-05,             4.5756e-05
                    192,                0.35972,                 0.2412,                0.84057,                0.85494,                0.77301,                0.82232,                0.72029,                 0.6723,                0.71813,                 1.0084,             4.1949e-05,             4.1949e-05,             4.1949e-05
                    193,                0.35713,                0.23861,                0.84198,                0.85344,                0.78046,                0.82564,                0.72367,                 0.6658,                0.72013,                 1.0032,             3.8142e-05,             3.8142e-05,             3.8142e-05
                    194,                 0.3536,                0.23513,                0.83944,                0.87506,                0.76741,                0.82994,                0.72545,                0.66175,                0.72329,                 1.0005,             3.4336e-05,             3.4336e-05,             3.4336e-05
                    195,                0.35052,                 0.2403,                0.83913,                0.88208,                0.76998,                0.82799,                0.72728,                0.66207,                0.72361,                0.99977,             3.0529e-05,             3.0529e-05,             3.0529e-05
                    196,                0.35329,                0.23969,                0.84394,                 0.8571,                0.78222,                0.82922,                0.72847,                  0.661,                0.73219,                0.99874,             2.6723e-05,             2.6723e-05,             2.6723e-05
                    197,                0.35051,                0.23506,                0.84163,                0.87956,                0.77374,                 0.8303,                0.73071,                0.66132,                0.73287,                 1.0005,             2.2916e-05,             2.2916e-05,             2.2916e-05
                    198,                0.33933,                0.22822,                0.83883,                0.89179,                0.76699,                0.83196,                 0.7309,                0.66019,                0.73386,                 1.0005,              1.911e-05,              1.911e-05,              1.911e-05
                    199,                0.34848,                0.23625,                0.83335,                0.88343,                0.77058,                  0.833,                 0.7349,                0.65969,                0.73039,                 1.0015,             1.5303e-05,             1.5303e-05,             1.5303e-05
