                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    151,                0.47042,                 0.3554,                0.96476,                0.94264,                0.90603,                 0.9531,                 0.7926,                 0.7253,                 0.4244,                 1.1349,               0.000515,               0.000515,               0.000515
                    152,                0.46636,                0.35727,                0.94931,                0.97426,                0.86361,                  0.951,                0.79013,                0.72318,                0.43286,                 1.1402,              0.0005051,              0.0005051,              0.0005051
                    153,                0.45677,                0.35732,                0.95353,                 0.9518,                0.90102,                0.95685,                0.79164,                0.70726,                0.41565,                 1.1276,              0.0004952,              0.0004952,              0.0004952
                    154,                0.44833,                0.34871,                 0.9491,                 0.9469,                0.91542,                 0.9544,                0.79369,                0.71108,                0.43374,                 1.1194,              0.0004853,              0.0004853,              0.0004853
                    155,                0.45112,                0.34852,                0.95156,                0.97107,                0.88593,                0.95605,                0.79096,                 0.7043,                0.42253,                 1.1226,              0.0004754,              0.0004754,              0.0004754
                    156,                0.45728,                0.35062,                0.95319,                0.95763,                0.90245,                 0.9506,                0.78863,                0.71321,                0.43434,                 1.1336,              0.0004655,              0.0004655,              0.0004655
                    157,                0.44517,                 0.3408,                0.94815,                0.96499,                0.89734,                0.95251,                0.79002,                0.70706,                0.43655,                 1.1362,              0.0004556,              0.0004556,              0.0004556
                    158,                0.44034,                0.33859,                0.94018,                0.95405,                0.90794,                0.95425,                0.78888,                0.69451,                0.41814,                 1.1311,              0.0004457,              0.0004457,              0.0004457
                    159,                0.44681,                0.34968,                0.95558,                0.95972,                0.90587,                0.95668,                0.79139,                0.70309,                0.41767,                 1.1451,              0.0004358,              0.0004358,              0.0004358
                    160,                0.43819,                0.34552,                0.94498,                0.96776,                0.88973,                0.95432,                0.80318,                0.69461,                0.41751,                 1.1242,              0.0004259,              0.0004259,              0.0004259
                    161,                0.43191,                0.33898,                0.93882,                0.97138,                0.90494,                0.95688,                0.79433,                0.70233,                 0.4167,                 1.1226,               0.000416,               0.000416,               0.000416
                    162,                0.44435,                0.33829,                 0.9459,                0.96719,                 0.8967,                0.95693,                0.79901,                0.70728,                 0.4253,                 1.1316,              0.0004061,              0.0004061,              0.0004061
                    163,                0.42668,                 0.3368,                0.94135,                0.96512,                0.89423,                0.95664,                0.79512,                0.70056,                0.41834,                 1.1347,              0.0003962,              0.0003962,              0.0003962
                    164,                0.41439,                0.32789,                0.93914,                0.95012,                0.90534,                0.95787,                0.79207,                 0.6941,                0.39875,                 1.1368,              0.0003863,              0.0003863,              0.0003863
                    165,                0.44434,                0.34902,                0.94915,                0.95583,                0.90499,                0.94971,                0.79609,                0.69727,                 0.4259,                 1.1302,              0.0003764,              0.0003764,              0.0003764
                    166,                 0.4397,                0.34643,                0.95098,                0.96751,                0.90587,                0.95219,                0.78649,                0.70379,                0.42312,                 1.1377,              0.0003665,              0.0003665,              0.0003665
                    167,                0.43207,                0.32637,                 0.9377,                0.96376,                0.89924,                0.95264,                0.79293,                0.70077,                0.42939,                 1.1415,              0.0003566,              0.0003566,              0.0003566
                    168,                0.42551,                0.34032,                0.94569,                0.96754,                0.89354,                0.95716,                0.80097,                0.69155,                0.41886,                 1.1363,              0.0003467,              0.0003467,              0.0003467
                    169,                0.42138,                0.32797,                0.93596,                0.95529,                0.89372,                0.95187,                0.79303,                0.70192,                0.42731,                 1.1503,              0.0003368,              0.0003368,              0.0003368
                    170,                0.42026,                0.32861,                0.94573,                0.95196,                0.90417,                0.95154,                0.79264,                0.69517,                0.41443,                 1.1355,              0.0003269,              0.0003269,              0.0003269
                    171,                0.42513,                0.33134,                0.93881,                0.93067,                0.91879,                0.95051,                  0.792,                0.68991,                0.42158,                 1.1313,               0.000317,               0.000317,               0.000317
                    172,                0.42909,                0.32678,                0.94314,                0.95405,                0.90778,                0.95212,                0.78613,                0.69093,                 0.4042,                 1.1379,              0.0003071,              0.0003071,              0.0003071
                    173,                 0.4146,                0.32474,                0.93514,                 0.9682,                0.89924,                0.95072,                0.78407,                 0.7047,                0.41531,                  1.147,              0.0002972,              0.0002972,              0.0002972
                    174,                0.41232,                 0.3244,                0.94002,                0.94497,                0.91416,                0.95446,                0.79532,                0.70092,                0.40819,                 1.1502,              0.0002873,              0.0002873,              0.0002873
                    175,                0.41179,                0.31574,                 0.9348,                  0.944,                0.90304,                0.95144,                0.79929,                0.69294,                0.40511,                 1.1463,              0.0002774,              0.0002774,              0.0002774
                    176,                 0.4015,                0.31334,                 0.9259,                0.95889,                0.89354,                0.95103,                0.80087,                0.68729,                0.41965,                 1.1455,              0.0002675,              0.0002675,              0.0002675
                    177,                0.40046,                0.31494,                0.93076,                0.96134,                0.89829,                0.95818,                0.80372,                0.68573,                0.41746,                 1.1363,              0.0002576,              0.0002576,              0.0002576
                    178,                0.40615,                0.32103,                0.93431,                 0.9499,                0.90304,                 0.9562,                0.79703,                0.69728,                0.41937,                 1.1433,              0.0002477,              0.0002477,              0.0002477
                    179,                 0.4106,                 0.3164,                0.92961,                0.94937,                0.90114,                0.95448,                0.79449,                 0.6942,                0.42947,                 1.1507,              0.0002378,              0.0002378,              0.0002378
                    180,                0.39555,                0.30829,                0.92954,                0.94983,                0.90494,                0.94884,                0.78788,                 0.7034,                0.42319,                 1.1604,              0.0002279,              0.0002279,              0.0002279
                    181,                0.40034,                0.31083,                0.92367,                 0.9584,                0.89734,                  0.946,                0.79265,                0.69874,                0.41724,                 1.1543,               0.000218,               0.000218,               0.000218
                    182,                0.40115,                0.31223,                0.93138,                0.94804,                 0.9019,                0.94823,                0.79829,                0.68182,                0.41006,                 1.1424,              0.0002081,              0.0002081,              0.0002081
                    183,                 0.3974,                0.30818,                0.92968,                0.94622,                0.90307,                0.94742,                0.79042,                0.68803,                0.41175,                 1.1438,              0.0001982,              0.0001982,              0.0001982
                    184,                0.40858,                0.31524,                 0.9309,                0.96762,                0.88403,                0.94798,                0.79289,                0.68568,                 0.4128,                  1.133,              0.0001883,              0.0001883,              0.0001883
                    185,                0.39368,                0.30709,                0.92501,                0.96973,                0.89734,                0.95585,                0.79865,                0.68375,                0.40123,                 1.1365,              0.0001784,              0.0001784,              0.0001784
                    186,                0.39662,                0.31297,                0.93294,                0.97312,                0.89484,                0.95478,                0.79838,                0.67707,                0.41205,                 1.1301,              0.0001685,              0.0001685,              0.0001685
                    187,                0.39458,                0.30873,                0.92458,                0.97231,                0.88783,                 0.9532,                0.79465,                0.67982,                0.41668,                 1.1285,              0.0001586,              0.0001586,              0.0001586
                    188,                0.38542,                0.30476,                0.92007,                0.96144,                0.90067,                0.95593,                0.79623,                0.67838,                0.40364,                 1.1325,              0.0001487,              0.0001487,              0.0001487
                    189,                0.39292,                0.30502,                0.93093,                0.97157,                0.89354,                0.94992,                0.78838,                0.68092,                0.40451,                 1.1389,              0.0001388,              0.0001388,              0.0001388
                    190,                0.30932,                0.23397,                0.84867,                0.97251,                0.88973,                0.94528,                0.78717,                0.68843,                0.41236,                 1.1394,              0.0001289,              0.0001289,              0.0001289
                    191,                0.30468,                0.22029,                 0.8524,                  0.965,                0.89115,                0.94759,                0.79287,                0.67955,                0.42239,                 1.1339,               0.000119,               0.000119,               0.000119
                    192,                0.28799,                0.21028,                0.84477,                0.97003,                0.89734,                0.95069,                0.79785,                0.67532,                0.41554,                 1.1293,              0.0001091,              0.0001091,              0.0001091
                    193,                0.28252,                0.21009,                0.83836,                0.97577,                0.89734,                0.95225,                0.80032,                0.67948,                0.41514,                   1.13,               9.92e-05,               9.92e-05,               9.92e-05
                    194,                 0.2833,                0.20753,                0.83636,                0.97616,                0.89924,                0.95833,                  0.807,                0.67556,                0.40588,                 1.1298,               8.93e-05,               8.93e-05,               8.93e-05
                    195,                0.28456,                0.21352,                0.84424,                0.95822,                0.91565,                0.95829,                0.80814,                0.67333,                0.40652,                 1.1259,               7.94e-05,               7.94e-05,               7.94e-05
                    196,                0.27346,                0.20423,                0.83686,                0.97166,                0.90494,                0.95776,                0.80774,                0.67291,                0.40427,                 1.1287,               6.95e-05,               6.95e-05,               6.95e-05
                    197,                0.27093,                0.20215,                0.83746,                0.97296,                0.89924,                0.95575,                0.80756,                0.67557,                0.41282,                 1.1316,               5.96e-05,               5.96e-05,               5.96e-05
                    198,                0.27732,                0.20741,                0.84634,                0.97735,                0.90218,                0.95462,                0.81079,                0.67511,                0.41184,                 1.1277,               4.97e-05,               4.97e-05,               4.97e-05
                    199,                0.27701,                0.20307,                0.84078,                0.97133,                0.90188,                0.95325,                0.81245,                0.67278,                0.41046,                 1.1272,               3.98e-05,               3.98e-05,               3.98e-05
